SK,Name,Planning_project_SK,Project_task_SK,Hourly_Rate
1169,Disaster Recovery Services,171,NULL,NULL
1170,Diverse regieprestaties binnen project,171,NULL,NULL
1171,Project Management,171,NULL,NULL
1172,Internal Natwork Segmentation,557,NULL,NULL
1173,Perimeter Security,557,NULL,NULL
1174,Project Management,557,NULL,NULL
1175,Diensten,413,NULL,NULL
1176,Syntra AB - CRM (bestelbon 40d),179,NULL,NULL
1177,Uitfaseren oude core switches,330,NULL,NULL
1178,MS Intune setup,329,NULL,NULL
1179,Veeam for O365,329,NULL,NULL
1180,Infrastructuur Kortrijk,329,NULL,NULL
1181,Installatie Infrastructuur Site Kortrijk,329,NULL,NULL
1182,Installatie MS Intune,329,NULL,NULL
1183,Installatie Veeam for O365,329,NULL,NULL
1184,Diverse regieprestaties binnen project,329,NULL,NULL
1185,Diensten buiten de scope van het project,329,NULL,NULL
1186,Installatie en configuratie test- en productieomgeving,7,NULL,NULL
1187,"Basis (lay-out, database)",7,NULL,NULL
1188,HSSE gebruikersgedeelte,7,NULL,NULL
1189,Niet HSSE gedeelte,7,NULL,NULL
1190,Assistentie tijdens test/na go-live,7,NULL,NULL
1191,Analyse + documentatie,7,NULL,NULL
1192,Project Management,7,NULL,NULL
1193,User Profile sync opzetten tss Evos domein en SharePoint restore,175,NULL,NULL
1194,Bespreking migratie naar SharePoint Online,175,NULL,NULL
1195,Compliance - aanpassingen,175,NULL,NULL
1196,Development Dynamics 365 omgeving,172,NULL,NULL
1197,Power BI development en configuratie,172,NULL,NULL
1198,Project Management,172,NULL,NULL
1199,Microsoft Office 365 ondersteuning diensten voor 2022,254,NULL,NULL
1200,Survey 2022,591,NULL,NULL
1201,Services,377,NULL,NULL
1202,Rehearsal Migration - Execution,314,NULL,NULL
1203,Rehearsal Migration - PM,314,NULL,NULL
1204,Production Upgrade - Execution,314,NULL,NULL
1205,User Assistance after Go-Live,314,NULL,NULL
1206,Production Upgrade - Project Management,314,NULL,NULL
1207,Windchill 12 What's New - End user coaching,314,NULL,NULL
1208,Rehost Production server to new Test environment,314,NULL,NULL
1209,HTTPS implementation,314,NULL,NULL
1210,AD Integration,314,NULL,NULL
1211,SSO Implementation,314,NULL,NULL
1213,Additional Windchill actions - Project Management,314,NULL,NULL
1214,Workshop Creo Update 6 -> 8,314,NULL,NULL
1215,User Assistance after Go-Live,314,NULL,NULL
1220,Development,247,NULL,NULL
1221,Opzetten van Network Access Control op basis van Aruba ClearPass,199,NULL,NULL
1222,Office 365 migratie,603,NULL,NULL
1223,Backup,603,NULL,NULL
1224,Projectmanagement,603,NULL,NULL
1225,Data migratie,603,NULL,NULL
1226,Integratie 4me,603,NULL,NULL
1227,Azure Tenant migratie,603,NULL,NULL
1228,Integratie boekhouding,603,NULL,NULL
1229,afwerkingen,410,NULL,NULL
1230,Firewall migratie,496,NULL,NULL
1231,Extra firewall claenup / restrictions / Network update,496,NULL,NULL
1232,Rehearsal upgrade,271,NULL,NULL
1233,Production upgrade,271,NULL,NULL
1244,Project Management,397,NULL,NULL
1245,Analyse en voorstel netwerk-segmentatie (IP planning),397,NULL,NULL
1246,Overbrengen routering naar 10G firewall cluster,397,NULL,NULL
1247,Vervangen huidige core stacks,397,NULL,NULL
1248,Nieuwe core stack distri-store,397,NULL,NULL
1249,Opzet nieuwe firewall cluster distri-store,397,NULL,NULL
1250,Segmentatie van de huidige netwerken,397,NULL,NULL
1251,Opzet industrial security service,397,NULL,NULL
1252,Basis Opzet Clearpass NAC oplossing,397,NULL,NULL
1254,Uninstall legacy endpoint protection,194,NULL,NULL
1255,Assess & Harden : Attack Surface Reduction,194,NULL,NULL
1256,Rack & Physical Servers,668,NULL,NULL
1257,"Powerdistribution, monitoring & -management",668,NULL,NULL
1258,Dedicated/custom Networkinfrastructure,668,NULL,NULL
1259,Primary block-based storage - SAN,668,NULL,NULL
1260,Primary file-based storage - NAS,668,NULL,NULL
1261,Backup (on-perm/co-Managed Public Cloud),668,NULL,NULL
1262,Servervirtualization,668,NULL,NULL
1263,Datacenter Documentation,668,NULL,NULL
1264,Core infrastructure services (dedicated),668,NULL,NULL
1265,Monitoring & Management tools & services,668,NULL,NULL
1267,Project Management,668,NULL,NULL
1268,Rack & Physical Servers,668,NULL,NULL
1269,"Powerdistribution, monitoring & -management",668,NULL,NULL
1270,Dedicated/custom Networkinfrastructure,668,NULL,NULL
1271,Primary block-based storage - SAN,668,NULL,NULL
1272,Primary file-based storage - NAS,668,NULL,NULL
1273,Backup (on-perm/co-Managed Public Cloud),668,NULL,NULL
1274,Servervirtualization,668,NULL,NULL
1275,Datacenter Documentation,668,NULL,NULL
1277,Monitoring & Management tools & services,668,NULL,NULL
1278,Diverse regieprestaties binnen project,668,NULL,NULL
1279,Project Management,668,NULL,NULL
1280,Installation & Configuration Firewall,200,NULL,NULL
1281,Afwerkingen & Documentatie,200,NULL,NULL
1282,BE-Tasks,364,NULL,NULL
1283,DE-SP tasks,364,NULL,NULL
1284,"DIA - Installatie, Configuratie, Documentatie, Development",352,NULL,NULL
1285,Installatie - Software Development,565,NULL,NULL
1286,(M365) Governance & Security Starter Workshop,689,NULL,NULL
1287,Analyse en Demo,689,NULL,NULL
1288,"Installatie, Configuratie &  Development",689,NULL,NULL
1289,User Adaption,689,NULL,NULL
1290,assistentie verhuis,411,NULL,NULL
1291,Valo Teamwork implementatie,273,NULL,NULL
1292,Rack & Physical Servers,328,NULL,NULL
1293,Primary block-based storage - SAN,328,NULL,NULL
1294,Datacenter Documentation,328,NULL,NULL
1295,Diverse regieprestaties binnen project,328,NULL,NULL
1296,HP Care Pack Installation Services,328,NULL,NULL
1297,HP Care Pack Installation Services,328,NULL,NULL
1298,Rackmontage,328,NULL,NULL
1299,Storage en virtualisatie,328,NULL,NULL
1300,Recuperatie VSA node als Linux repo,328,NULL,NULL
1304,Services Management,82,NULL,NULL
1306,Services Management 2023,82,NULL,NULL
1307,Rackmontage en ESXi,278,NULL,NULL
1308,Rack & Physical Servers,278,NULL,NULL
1309,Dedicated/custom Networkinfrastructure,278,NULL,NULL
1310,Primary block-based storage - SAN,278,NULL,NULL
1311,Backup (on-perm/co-Managed Public Cloud),278,NULL,NULL
1312,Servervirtualization,278,NULL,NULL
1313,Datacenter Documentation,278,NULL,NULL
1314,Monitoring & Management tools & services,278,NULL,NULL
1315,Diverse regieprestaties binnen project,278,NULL,NULL
1316,HP Care Pack Installation Services,278,NULL,NULL
1317,Intake + Setup Cloud Portal,279,NULL,NULL
1318,Intake + Setup Cloud Portal,279,NULL,NULL
1319,Evaluation and Finetuning,279,NULL,NULL
1320,Rack & Physical Servers,266,NULL,NULL
1321,Primary block-based storage - SAN,266,NULL,NULL
1322,Backup (on-perm/co-Managed Public Cloud),266,NULL,NULL
1323,Servervirtualization,266,NULL,NULL
1324,Datacenter Documentation,266,NULL,NULL
1325,Monitoring & Management tools & services,266,NULL,NULL
1326,Diverse regieprestaties binnen project,266,NULL,NULL
1327,HP Care Pack Installation Services,266,NULL,NULL
1328,ESXi Installation,266,NULL,NULL
1329,Backup,266,NULL,NULL
1330,Maintain and update Inside Atlas forfait,749,NULL,NULL
1333,Installations C&I - 1 hour rate B : Standard Services,207,NULL,NULL
1334,Servervirtualization,187,NULL,NULL
1335,Datacenter Documentation,187,NULL,NULL
1336,Core infrastructure services (dedicated),187,NULL,NULL
1337,Communicate-as-a-Service (Public Cloud/MS Office 365/GFI),187,NULL,NULL
1338,Monitoring & Management tools & services,187,NULL,NULL
1339,Project Management,187,NULL,NULL
1340,Diverse regieprestaties buiten project,187,NULL,NULL
1341,Workplace virtualisation services (dedicated : on-prem/co-Managed Public Cloud),187,NULL,NULL
1344,"SCC - Installatie, Configuratie, Documentatie, Development",283,NULL,NULL
1345,"SCC - Analyse, Project Management, Training",283,NULL,NULL
1349,GEMS - Installation & Configuration Services,224,NULL,NULL
1350,GEMS - Consultancy & Project Management,224,NULL,NULL
1351,FortiEDR - Wave 02,201,NULL,NULL
1352,FortiEDR - Wave 01,201,NULL,NULL
1353,FortiEDR - Wave 04,201,NULL,NULL
1354,FortiEDR - Wave 03,201,NULL,NULL
1355,Standby & Migratie firewall Bratislava,201,NULL,NULL
1356,Project Management,201,NULL,NULL
1357,Installation & Configuration Firewalls,201,NULL,NULL
1358,FortiEDR Deployment,201,NULL,NULL
1359,Rackmontage + ESXi,280,NULL,NULL
1360,Rack & Physical Servers,280,NULL,NULL
1361,"Powerdistribution, monitoring & -management",280,NULL,NULL
1362,Dedicated/custom Networkinfrastructure,280,NULL,NULL
1363,Perimeter Security (private on-premise of co-managed Azure IaaS),280,NULL,NULL
1364,Backup (on-perm/co-Managed Public Cloud),280,NULL,NULL
1365,Servervirtualization,280,NULL,NULL
1366,Datacenter Documentation,280,NULL,NULL
1367,Assistentie Application & Database services,280,NULL,NULL
1368,Workplace deployment & migration,280,NULL,NULL
1369,Printing,280,NULL,NULL
1370,Savaco Nimble Array Startup,280,NULL,NULL
1371,Monitoring & Management tools & services,280,NULL,NULL
1372,Diverse regieprestaties binnen project,280,NULL,NULL
1373,Installations C&I - 1 hour rate B : Standard Services,505,NULL,NULL
1374,Rehearsal migration & validation support,798,NULL,NULL
1375,Opzet MFA - Conditional Access + Self Service Password Resset,195,NULL,NULL
1376,Configuratie Endpoint manager for Devices(Intune),195,NULL,NULL
1377,Opzet Defender for Office 365,195,NULL,NULL
1378,Opzet Defender for Business,195,NULL,NULL
1379,Kennisoverdracht,195,NULL,NULL
1380,Project Management,195,NULL,NULL
1381,Rackmontage en ESXi,281,NULL,NULL
1382,Rack & Physical Servers,281,NULL,NULL
1383,"Powerdistribution, monitoring & -management",281,NULL,NULL
1384,Primary block-based storage - SAN,281,NULL,NULL
1385,Servervirtualization,281,NULL,NULL
1386,Datacenter Documentation,281,NULL,NULL
1387,Core en database migratie,281,NULL,NULL
1388,Core infrastructure services (dedicated),281,NULL,NULL
1389,Communicate-as-a-Service (Public Cloud/MS Office 365/GFI),281,NULL,NULL
1390,Assistentie Application & Database services,281,NULL,NULL
1391,Workplace virtualisation services (dedicated : on-prem/co-Managed Public Cloud),281,NULL,NULL
1392,Monitoring & Management tools & services,281,NULL,NULL
1393,Diverse regieprestaties binnen project,281,NULL,NULL
1394,HP Care Pack Installation Services,281,NULL,NULL
1395,Regie,286,NULL,NULL
1396,Rackmontage en ESXi,286,NULL,NULL
1397,Rack & Physical Servers,286,NULL,NULL
1398,Dedicated/custom Networkinfrastructure,286,NULL,NULL
1399,Perimeter Security (private on-premise of co-managed Azure IaaS),286,NULL,NULL
1400,Primary block-based storage - SAN,286,NULL,NULL
1401,Primary file-based storage - NAS,286,NULL,NULL
1402,Backup,286,NULL,NULL
1403,Backup (on-perm/co-Managed Public Cloud),286,NULL,NULL
1404,Servervirtualization,286,NULL,NULL
1405,Datacenter Documentation,286,NULL,NULL
1406,Core infrastructure services (dedicated),286,NULL,NULL
1407,Workplace virtualisation services (dedicated : on-prem/co-Managed Public Cloud),286,NULL,NULL
1408,Monitoring & Management tools & services,286,NULL,NULL
1409,Opzet Azure / 0365 & Power Automate Flows,745,NULL,NULL
1410,Upgrade ESX,204,NULL,NULL
1411,Project Management,193,NULL,NULL
1412,"Setup MFA, Conditional Access, Password Protection en Self-Service Password Reset",193,NULL,NULL
1413,Setup Citrix for MFA with Azure AD,193,NULL,NULL
1414,Enroll domain computers in Endpoint Manager,193,NULL,NULL
1415,Setup Defender for Endpoint,193,NULL,NULL
1416,Assist with client Migration,193,NULL,NULL
1417,"Opzet MFA, opzet POC met MAC's, documentatie ,",452,NULL,NULL
1418,end user begeleiding indien nodig (15 min per user),452,NULL,NULL
1419,Setup Azure AD Connect & Password Protection,327,NULL,NULL
1420,"Finetune MFA, Conditional Access en Self-Service Password Reset",327,NULL,NULL
1421,Enroll domain computers in Endpoint Manager,327,NULL,NULL
1422,Setup Defender for Endpoint,327,NULL,NULL
1423,Assist with client Migration,327,NULL,NULL
1424,Onboard 25 servers (end of year),327,NULL,NULL
1425,Finetune Defender for Endpoint Server (end of year),327,NULL,NULL
1426,Intune: Update for Business,327,NULL,NULL
1427,Intune: Basis application deployment,327,NULL,NULL
1428,Intune: self-setup with AutoPilot,327,NULL,NULL
1429,Intune: Device Configuration Policy (GPO-equivalent),327,NULL,NULL
1430,Setup Defender for Office 365,327,NULL,NULL
1431,Check-up DMARC en DKIM domain protection,327,NULL,NULL
1432,Setup Outlook for Mobile,327,NULL,NULL
1433,Intune setup icm MS Defender,327,NULL,NULL
1434,Defender for O365,327,NULL,NULL
1435,Intune setup icm MAM + Windows updates,327,NULL,NULL
1436,I&A Cloostermans,282,NULL,NULL
1437,Test Upgrade WT12,231,NULL,NULL
1438,Rehearsal Upgrade WT12,231,NULL,NULL
1439,Production Upgrade WT12,231,NULL,NULL
1440,Thingworks Navigate,231,NULL,NULL
1441,Creo 9 Upgrade - User assistance + tesplan definition,231,NULL,NULL
1442,Windchill AD integration,231,NULL,NULL
1443,Training,231,NULL,NULL
1444,Update Customizing,231,NULL,NULL
1445,Test Upgrade - Performance baseline,231,NULL,NULL
1446,Test Upgrade - WinDU execution + healing on current production,231,NULL,NULL
1447,Installation Windchill version (12+) and configuration back-up (automated),231,NULL,NULL
1448,Test Upgrade - Set Https on Windchill testserver,231,NULL,NULL
1449,Test Upgrade - Analysis PLM,231,NULL,NULL
1450,Test Upgrade - Upgrade to Windchill 12.0 on test server,231,NULL,NULL
1451,Test Upgrade - Execute healing scripts after upgrade to Windchill 12.0,231,NULL,NULL
1452,Test Upgrade - Update/installation/configuration cadworkers,231,NULL,NULL
1453,Test Upgrade - Key-users validation assistance,231,NULL,NULL
1455,Rehearsal Upgrade - WinDU execution + healing on current production,231,NULL,NULL
1456,Rehearsal Upgrade - Analysis PLM,231,NULL,NULL
1457,Rehearsal upgrade - Upgrade to Windchill 12.0 on test server,231,NULL,NULL
1458,Rehearsal upgrade - Execute healing scripts after upgrade to Windchill 12.0,231,NULL,NULL
1459,Rehearsal upgrade - Key-users validation assistance,231,NULL,NULL
1460,Rehearsal Upgrade - Project Management,231,NULL,NULL
1461,Production Upgrade - WinDU execution + healing on current production,231,NULL,NULL
1462,Production Upgrade - Analysis PLM,231,NULL,NULL
1463,Production Upgrade - Upgrade to Windchill 12.0 on test server,231,NULL,NULL
1464,Production Upgrade - Execute healing scripts after upgrade to Windchill 12.0,231,NULL,NULL
1465,Production Upgrade - User assistance after go live,231,NULL,NULL
1467,Production Upgrade - Rehost production server to new test server,231,NULL,NULL
1468,Production Upgrade - Project Management,231,NULL,NULL
1469,ThingWorx Navigate - Installatie,231,NULL,NULL
1470,ThingWorx Navigate - Configuratie,231,NULL,NULL
1471,ThingWorx Navigate - Assistentie key-users,231,NULL,NULL
1472,ThingWorx Navigate - Project Management,231,NULL,NULL
1473,Customizations - Software development (incl. testing and debugging),231,NULL,NULL
1474,Customizations - Installation and configuration during Test Upgrade,231,NULL,NULL
1475,Customizations - Installation and configuration during Production Upgrade,231,NULL,NULL
1476,Customizations - Key User Validation Assistance,231,NULL,NULL
1477,Project Management,231,NULL,NULL
1478,"Update license server, software and licenses",231,NULL,NULL
1479,Update Creo config,231,NULL,NULL
1480,Install script - Silent install,231,NULL,NULL
1481,Document installscript,231,NULL,NULL
1482,Testinstallation on test workstation,231,NULL,NULL
1483,User Assistance during roll-out,231,NULL,NULL
1484,Creo/Windchill test plan definition,231,NULL,NULL
1485,Upgrade naar Creo 9.0 - Controle en testen Applicatie Materiaalcertificaten,231,NULL,NULL
1486,Upgrade naar Creo 9.0 - Controle en testen Creo Customizing Nozzle Table,231,NULL,NULL
1488,Project Management,231,NULL,NULL
1489,Key user coaching: Windchill 12 what's new workshop,231,NULL,NULL
1490,End user coaching: Windchill 12 what's new workshop,231,NULL,NULL
1491,Update training to Creo Parametric 9.0 from Creo Parametric 5.0,231,NULL,NULL
1492,User Assistance after go live,231,NULL,NULL
1493,AD integration for Windchill - Configuration,231,NULL,NULL
1494,AD integration for Windchill - Project Management,231,NULL,NULL
1495,Creo 9 upgrade - Update Licenses - installscript - Update config,231,NULL,NULL
1496,Afwerking vSphere upgrade,326,NULL,NULL
1497,Power BI begeleiding,298,NULL,NULL
1498,"0020 - Setup MFA, Conditional Access, Password Protection en Self-Service Password Reset",167,NULL,NULL
1499,0030 - Enroll domain computers in Endpoint Manager,167,NULL,NULL
1500,0040 - Setup Defender for Endpoint,167,NULL,NULL
1501,0050 - Assist with client Migration,167,NULL,NULL
1502,0060 - Inspire & Guide - User Awareness - Baseline Assessment (1? Phishing),167,NULL,NULL
1503,MS365 setup,167,NULL,NULL
1504,Improve & Accelerate Consulting & Project Management SPD,233,NULL,NULL
1505,Improve & Accelerate Consulting & Project Management SPD,232,NULL,NULL
1506,Improve & Accelerate Services SPD,232,NULL,NULL
1507,T&M werk - testen en NIST assessment,183,NULL,NULL
1508,HW check,183,NULL,NULL
1509,"SCC - Installatie, Configuratie, Documentatie, Development",240,NULL,NULL
1510,migration DE - Weira,545,NULL,NULL
1511,migration US - St Louis,545,NULL,NULL
1512,I&A services intranet,249,NULL,NULL
1513,Onboarding Process,429,NULL,NULL
1514,EDR & Incidents,429,NULL,NULL
1515,Threat & Vulnerability Management,429,NULL,NULL
1516,Next Generation Protection,429,NULL,NULL
1517,Attack Surface Reduction,429,NULL,NULL
1518,Migratie,399,NULL,NULL
1519,Rack & Physical Servers,325,NULL,NULL
1520,Dedicated/custom Networkinfrastructure,325,NULL,NULL
1521,Primary block-based storage - SAN,325,NULL,NULL
1522,Backup (on-perm/co-Managed Public Cloud),325,NULL,NULL
1523,Servervirtualization,325,NULL,NULL
1524,Datacenter Documentation,325,NULL,NULL
1525,Diverse regieprestaties binnen project,325,NULL,NULL
1526,HP Care Pack Installation Services,325,NULL,NULL
1527,Rackmontage,325,NULL,NULL
1528,Netwerksetup,325,NULL,NULL
1529,Storage en virtualisatie,325,NULL,NULL
1530,Rack & Physical Servers,186,NULL,NULL
1531,"Powerdistribution, monitoring & -management",186,NULL,NULL
1532,Dedicated/custom Networkinfrastructure,186,NULL,NULL
1533,Primary block-based storage - SAN,186,NULL,NULL
1534,Backup (on-perm/co-Managed Public Cloud),186,NULL,NULL
1535,Servervirtualization,186,NULL,NULL
1536,Datacenter Documentation,186,NULL,NULL
1537,Core infrastructure services (dedicated),186,NULL,NULL
1538,Assistentie Application & Database services,186,NULL,NULL
1540,Project Management,186,NULL,NULL
1541,HP Care Pack Installation Services,186,NULL,NULL
1542,Diensten buiten het project,186,NULL,NULL
1543,Improve & Accelerate Services SCC,365,NULL,NULL
1544,Afwerking Intune pilot,324,NULL,NULL
1545,Improve & Accelerate services,237,NULL,NULL
1546,Service Management SPD including 2 onsite visits/year,237,NULL,NULL
1547,Diensten,637,NULL,NULL
1548,Hypotheekwinkel - Support CE,177,NULL,NULL
1549,Setup switch stacks and interconnections,814,NULL,NULL
1550,Setup wireless environment,814,NULL,NULL
1551,Setup nieuwe netwerkcomponenten,323,NULL,NULL
1552,Opzet basis intune configuratie,202,NULL,NULL
1553,Setup FortiEDR cloud platform and establish security baseline (DIY migration),202,NULL,NULL
1554,Deploy Wave 01,202,NULL,NULL
1555,Deploy Wave 02,202,NULL,NULL
1556,Deploy Wave 03,202,NULL,NULL
1557,Deploy Wave 04,202,NULL,NULL
1558,Project Management,182,NULL,NULL
1559,Netwerkinventaris,182,NULL,NULL
1560,Opmaak Segmentatieplan,182,NULL,NULL
1561,Configuratie netwerksegmenten en -services,182,NULL,NULL
1562,Aanpassing IP-adressering (tbd),182,NULL,NULL
1563,Diensten,595,NULL,NULL
1564,Rack & Physical Servers,400,NULL,NULL
1565,Primary block-based storage - SAN,400,NULL,NULL
1566,Servervirtualization,400,NULL,NULL
1567,Datacenter Documentation,400,NULL,NULL
1568,Core infrastructure services (dedicated),400,NULL,NULL
1569,Disaster Recovery Services,400,NULL,NULL
1570,Diverse regieprestaties binnen project,400,NULL,NULL
1571,Project Management,400,NULL,NULL
1572,HP Care Pack Installation Services,400,NULL,NULL
1573,Rack & Physical Servers,343,NULL,NULL
1574,Storage vervanging,343,NULL,NULL
1575,Primary block-based storage - SAN,343,NULL,NULL
1576,Datacenter Documentation,343,NULL,NULL
1577,Diverse regieprestaties binnen project,343,NULL,NULL
1578,Project Management,343,NULL,NULL
1579,"Power BI: Vormgeving van het rapport met visualisaties, filters, lay-out",260,NULL,NULL
1580,Power BI rapportage op vlak van nieuwe SharePoint lijsten,261,NULL,NULL
1581,Rackmontage en ESXi installatie,289,NULL,NULL
1582,Dynamics 365 Customer Engagement SharePoint integratie,174,NULL,NULL
1583,Setup netwerk environment,322,NULL,NULL
1584,Azure AD configuratie security groep directie,244,NULL,NULL
1585,Opzet bibliotheek publieke documenten,244,NULL,NULL
1586,Analyse redesign Intranet + Overzetten tenant,244,NULL,NULL
1587,Migratie bestaande documenten,244,NULL,NULL
1588,Opzet zoekpagina publieke documenten,244,NULL,NULL
1589,Documenteren,244,NULL,NULL
1590,Test Upgrade - Performance baseline,241,NULL,NULL
1591,Test Upgrade - WinDU execution + healing on current production,241,NULL,NULL
1592,Installation Windchill version (12+) and configuration back-up (automated),241,NULL,NULL
1593,Test Upgrade - Installation Replica servers,241,NULL,NULL
1594,Test Upgrade - Set Https and Active Directory on Windchill testserver,241,NULL,NULL
1595,Test Upgrade - Analysis PLM,241,NULL,NULL
1596,Test Upgrade - Upgrade to Windchill 12.0 on test server,241,NULL,NULL
1597,Test Upgrade - Execute healing scripts after upgrade to Windchill 12.0,241,NULL,NULL
1598,Test Upgrade - Update/installation/configuration cadworkers,241,NULL,NULL
1600,Test Upgrade - Key-users validation assistance,241,NULL,NULL
1601,Test Upgrade - Project Management,241,NULL,NULL
1602,Rehearsal Upgrade - WinDU execution + healing on current production,241,NULL,NULL
1603,Rehearsal Upgrade - Analysis PLM,241,NULL,NULL
1604,Rehearsal upgrade - Upgrade to Windchill 12.0 on test server,241,NULL,NULL
1605,Rehearsal upgrade - Execute healing scripts after upgrade to Windchill 12.0,241,NULL,NULL
1606,Rehearsal upgrade - Key-users validation assistance,241,NULL,NULL
1607,Rehearsal Upgrade - Project Management,241,NULL,NULL
1608,Production Upgrade - WinDU execution + healing on current production,241,NULL,NULL
1610,Production Upgrade - Upgrade to Windchill 12.0 on production server,241,NULL,NULL
1611,Production Upgrade - Execute healing scripts after upgrade to Windchill 12.0,241,NULL,NULL
1612,Production Upgrade - User assistance after go live,241,NULL,NULL
1613,Production Upgrade - Performance baseline,241,NULL,NULL
1614,Production Upgrade - Rehost production server to new test server,241,NULL,NULL
1615,Production Upgrade - Project Management,241,NULL,NULL
1616,Production Upgrade - budget for actions on Saturday and evenings,241,NULL,NULL
1617,Production Upgrade - budget for actions on Sunday,241,NULL,NULL
1618,User and license management - assistance,241,NULL,NULL
1620,Update customizing (no SIM),241,NULL,NULL
1621,PDM - Installation & Configuration,390,NULL,NULL
1622,"PDM - Consultancy, Project Management & Analysis",390,NULL,NULL
1623,Installations C&I - 1 hour rate B : Standard Services,180,NULL,NULL
1624,Installations C&I - 1 hour rate B : Standard Services,184,NULL,NULL
1625,Afwerking Azure setup,321,NULL,NULL
1626,ESXi installatie,292,NULL,NULL
1633,Set-up Netscaler ADC + kennisoverdracht best practices,206,NULL,NULL
1634,Project Management,206,NULL,NULL
1635,Storage optimization (na interne opruiming)  : Expert Services,206,NULL,NULL
1636,Installations C&I - 1 hour rate B : Standard Services,206,NULL,NULL
1637,Set-up FSLogix + kennisoverdracht best practices,206,NULL,NULL
1638,"Storage, Hyper-V, backup  patchings & updates  : Expert Services",206,NULL,NULL
1639,SPFx overzichtswebpart,252,NULL,NULL
1640,Opleiding & assistentie ICT medewerkers,252,NULL,NULL
1641,Regiediensten 2022,252,NULL,NULL
1642,"DIA - Installatie, Configuratie, Documentatie, Development",259,NULL,NULL
1643,Diensten,779,NULL,NULL
1644,Migratie  Services,466,NULL,NULL
1645,Optie : aanpassingen op de clients,466,NULL,NULL
1646,Standard services,466,NULL,NULL
1647,Intune autopilot,466,NULL,NULL
1648,Expert Services & Project Management,466,NULL,NULL
1652,Rackmontage,320,NULL,NULL
1653,"Storage, virtualisatie en back-up",320,NULL,NULL
1654,Core infra,320,NULL,NULL
1655,Rack & Physical Servers,320,NULL,NULL
1656,Primary block-based storage - SAN,320,NULL,NULL
1657,Backup (on-perm/co-Managed Public Cloud),320,NULL,NULL
1658,Servervirtualization,320,NULL,NULL
1659,Datacenter Documentation,320,NULL,NULL
1660,Core infrastructure services (dedicated),320,NULL,NULL
1661,Communicate services (dedicated),320,NULL,NULL
1662,Diverse regieprestaties binnen project,320,NULL,NULL
1663,Rack & Physical Servers,319,NULL,NULL
1664,"Powerdistribution, monitoring & -management",319,NULL,NULL
1665,Backup (on-perm/co-Managed Public Cloud),319,NULL,NULL
1666,Datacenter Documentation,319,NULL,NULL
1667,Diverse regieprestaties binnen project,319,NULL,NULL
1668,Rackmontage + UPS Frankrijk,319,NULL,NULL
1669,Back-up + UPS Frankrijk,319,NULL,NULL
1670,C&I On Prem Proj Serv,310,NULL,NULL
1671,Audit & Analyse infrastructuur,318,NULL,NULL
1672,Firewall,293,NULL,NULL
1673,Network,293,NULL,NULL
1678,Clientwerk,293,NULL,NULL
1680,Office 365 & Defender,293,NULL,NULL
1682,"Setup MFA, Conditional Access en Self-Service Password Reset",293,NULL,NULL
1683,Replace Vasco with Azure AD MFA,293,NULL,NULL
1684,Setup Defender for Endpoint,293,NULL,NULL
1686,Check-up DMARC en DKIM domain protection,293,NULL,NULL
1687,Setup Outlook for Mobile,293,NULL,NULL
1688,Onboard 15 servers (end of year),293,NULL,NULL
1689,Finetune Defender for Endpoint Server (end of year),293,NULL,NULL
1690,Setup Defender for Office 365,293,NULL,NULL
1691,Enroll domain computers in Endpoint Manager,293,NULL,NULL
1692,Co-sourcing,363,NULL,NULL
1693,Doc aanpassen en visio,433,NULL,NULL
1694,Connecteren van client per toestel,433,NULL,NULL
1695,Nazorg,433,NULL,NULL
1696,Configuratie back up,433,NULL,NULL
1697,Installations C&I - 1 hour rate B : Standard Services,383,NULL,NULL
1698,Infrastructure Setup VM's Atlas,383,NULL,NULL
1699,Core Infrastructure (Setup & migration of DC roles + fileserver),383,NULL,NULL
1700,Expert Services,419,NULL,NULL
1701,Installation,521,NULL,NULL
1702,"SCC - Installatie, Configuratie, Documentatie, Development",238,NULL,NULL
1703,"SCC - Analyse, Project Management, Training",238,NULL,NULL
1704,Rack & Physical Servers,424,NULL,NULL
1705,"Powerdistribution, monitoring & -management",424,NULL,NULL
1706,Backup (on-perm/co-Managed Public Cloud),424,NULL,NULL
1707,Backup-as-a-Service (SAVACO Datacenter/Cloud Backup),424,NULL,NULL
1708,Servervirtualization,424,NULL,NULL
1709,Datacenter Documentation,424,NULL,NULL
1710,Core infrastructure services (dedicated),424,NULL,NULL
1711,Assistentie Application & Database services,424,NULL,NULL
1712,Diverse regieprestaties binnen project,424,NULL,NULL
1713,Project Management,424,NULL,NULL
1714,Diensten,664,NULL,NULL
1715,Rack & Physical Servers,401,NULL,NULL
1716,"Powerdistribution, monitoring & -management",401,NULL,NULL
1717,Dedicated/custom Networkinfrastructure,401,NULL,NULL
1718,Perimeter Security (private on-premise of co-managed Azure IaaS),401,NULL,NULL
1719,Primary block-based storage - SAN,401,NULL,NULL
1720,Backup (on-perm/co-Managed Public Cloud),401,NULL,NULL
1721,Servervirtualization,401,NULL,NULL
1722,Datacenter Documentation,401,NULL,NULL
1723,Assistentie Application & Database services,401,NULL,NULL
1725,Diverse regieprestaties binnen project,401,NULL,NULL
1726,Project Management,401,NULL,NULL
1727,HP Care Pack Installation Services,401,NULL,NULL
1728,Fast track Power BI,596,NULL,NULL
