SK,Date_SK,Planning_Resource_SK,Type,PlannedHours,BillableHours,Planning_Project_SK,Planning_Project_Task_SK,Planning_Department_SK
14340,20230313,186,Approved,8,8,806,2784,14
14437,20230314,186,Approved,8,8,806,2784,14
14537,20230315,186,Approved,8,8,805,2688,14
14755,20230317,117,Approved,8,8,770,2255,14
14808,20230317,186,Approved,8,8,804,2380,14
14974,20230320,186,Approved,8,8,806,2784,14
15066,20230321,186,Approved,8,8,806,2784,14
15149,20230322,186,Approved,8,8,805,2688,14
15229,20230323,186,Approved,8,8,804,2380,14
15284,20230324,117,Approved,8,8,770,2255,14
15715,20230331,117,Approved,8,8,770,2255,14
15890,20230403,186,Approved,8,8,806,2784,14
15965,20230404,186,Approved,8,8,806,2784,14
16141,20230407,117,Approved,8,8,770,2255,14
16157,20230407,186,Approved,8,8,804,2380,14
16461,20230414,117,Approved,8,8,770,2255,14
16494,20230414,186,Approved,8,8,804,2380,14
16833,20230421,117,Approved,8,8,770,2255,14
16850,20230421,186,Approved,8,8,804,2380,14
17206,20230428,117,Approved,8,8,770,2255,14
17469,20230505,117,Approved,8,8,770,2255,14
17832,20230512,117,Approved,8,8,770,2255,14
18060,20230519,117,Approved,8,8,770,2255,14
18463,20230526,117,Approved,8,8,770,2255,14
18735,20230602,117,Approved,8,8,770,2255,14
19095,20230609,117,Approved,8,8,770,2255,14
19398,20230616,117,Approved,8,8,770,2255,14
19734,20230623,117,Approved,8,8,770,2255,14
20006,20230630,117,Approved,8,8,770,2255,14
20283,20230707,117,Approved,8,8,770,2255,14
20528,20230714,117,Approved,8,8,770,2255,14
20724,20230721,117,Approved,8,8,770,2255,14
20800,20230728,117,Approved,8,8,770,2255,14
20848,20230804,117,Approved,8,8,770,2255,14
20887,20230811,117,Approved,8,8,770,2255,14
20969,20230818,117,Approved,8,8,770,2255,14
21032,20230825,117,Approved,8,8,770,2255,14
21129,20230901,117,Approved,8,8,770,2255,14
21188,20230908,117,Approved,8,8,770,2255,14
21358,20230915,117,Approved,8,8,770,2255,14
21457,20230922,117,Approved,8,8,770,2255,14
21561,20230929,117,Approved,8,8,770,2255,14
21628,20231006,117,Approved,8,8,770,2255,14
21731,20231013,117,Approved,8,8,770,2255,14
21869,20231020,117,Approved,8,8,770,2255,14
21973,20231027,117,Approved,8,8,770,2255,14
22100,20231103,117,Approved,8,8,770,2255,14
22146,20231110,117,Approved,8,8,770,2255,14
22205,20231117,117,Approved,8,8,770,2255,14
22330,20231124,117,Approved,8,8,770,2255,14
22401,20231201,117,Approved,8,8,770,2255,14
22449,20231208,117,Approved,8,8,770,2255,14
22496,20231215,117,Approved,8,8,770,2255,14
22542,20231222,117,Approved,8,8,770,2255,14
483,20220819,122,Approved,8,8,179,1176,14
504,20220822,122,Approved,8,8,169,973,14
577,20220826,122,Approved,8,8,179,1176,14
612,20220829,122,Approved,8,8,178,972,14
1055,20220909,122,Approved,8,8,179,1176,14
1113,20220912,122,Approved,8,8,178,972,14
1358,20220916,122,Approved,8,8,179,1176,14
1427,20220919,122,Approved,8,8,169,973,14
1744,20220923,122,Approved,8,8,179,1176,14
1832,20220926,122,Approved,8,8,178,972,14
2180,20220930,122,Approved,8,8,179,1176,14
2181,20220930,122,Approved,8,8,375,3036,14
2319,20221003,122,Approved,8,8,169,973,14
2744,20221007,122,Approved,8,8,179,1176,14
2745,20221007,122,Approved,8,8,375,3036,14
2849,20221010,122,Approved,8,8,178,972,14
3291,20221014,122,Approved,8,8,179,1176,14
3292,20221014,122,Approved,8,8,375,3036,14
3447,20221017,122,Approved,8,8,169,973,14
3872,20221021,122,Approved,8,8,179,1176,14
3873,20221021,122,Approved,8,8,375,3036,14
3982,20221024,122,Approved,8,8,178,972,14
4443,20221028,122,Approved,8,8,179,1176,14
4444,20221028,122,Approved,8,8,375,3036,14
4470,20221031,122,Approved,8,8,169,973,14
4721,20221104,122,Approved,8,8,375,3036,14
4825,20221107,122,Approved,8,8,178,972,14
5184,20221111,122,Approved,8,8,179,1176,14
5185,20221111,122,Approved,8,8,375,3036,14
5261,20221114,122,Approved,8,8,169,973,14
5724,20221118,122,Approved,8,8,179,1176,14
5725,20221118,122,Approved,8,8,375,3036,14
5828,20221121,122,Approved,8,8,178,972,14
6279,20221125,122,Approved,8,8,179,1176,14
6280,20221125,122,Approved,8,8,375,3036,14
6431,20221128,122,Approved,8,8,169,973,14
6909,20221202,122,Approved,8,8,179,1176,14
6910,20221202,122,Approved,8,8,375,3036,14
7024,20221205,122,Approved,8,8,178,972,14
7483,20221209,122,Approved,8,8,179,1176,14
7484,20221209,122,Approved,8,8,375,3036,14
7636,20221212,122,Approved,8,8,169,973,14
8111,20221216,122,Approved,8,8,179,1176,14
8112,20221216,122,Approved,8,8,375,3036,14
8606,20221223,122,Approved,8,8,375,3036,14
8875,20230104,122,Approved,8,8,635,2280,14
8963,20230105,122,Approved,8,8,635,2280,14
9044,20230106,122,Approved,8,8,635,2280,14
9138,20230109,122,Approved,8,8,635,2280,14
9253,20230110,122,Approved,8,8,635,2280,14
9369,20230111,122,Approved,8,8,635,2280,14
9479,20230112,122,Approved,8,8,635,2280,14
9578,20230113,122,Approved,8,8,635,2280,14
9686,20230116,122,Approved,8,8,635,2280,14
9804,20230117,122,Approved,8,8,635,2280,14
9915,20230118,122,Approved,8,8,635,2280,14
10022,20230119,122,Approved,8,8,635,2280,14
10111,20230120,122,Approved,8,8,635,2280,14
10217,20230123,122,Approved,8,8,635,2280,14
10327,20230124,122,Approved,8,8,635,2280,14
10451,20230125,122,Approved,8,8,635,2280,14
10560,20230126,122,Approved,8,8,635,2280,14
10656,20230127,122,Approved,8,8,635,2280,14
11278,20230203,122,Approved,8,8,635,2280,14
11408,20230206,122,Approved,8,8,635,2280,14
11983,20230213,122,Approved,8,8,635,2280,14
12682,20230220,122,Approved,8,8,635,2280,14
1441,20220919,158,Approved,8,8,169,973,14
1524,20220920,158,Approved,8,8,169,973,14
1604,20220921,158,Approved,8,8,355,975,14
1844,20220926,158,Approved,8,8,169,973,14
2006,20220928,158,Approved,8,8,353,971,14
2007,20220928,158,Approved,8,8,375,3036,14
2087,20220929,158,Approved,8,8,375,3036,14
2336,20221003,158,Approved,8,8,169,973,14
2440,20221004,158,Approved,8,8,177,1548,14
2441,20221004,158,Approved,8,8,375,3036,14
2552,20221005,158,Approved,8,8,169,973,14
2553,20221005,158,Approved,8,8,177,1548,14
2672,20221006,158,Approved,8,8,172,1196,14
2673,20221006,158,Approved,8,8,375,3036,14
2767,20221007,158,Approved,8,8,172,1196,14
2871,20221010,158,Approved,8,8,172,1196,14
2976,20221011,158,Approved,8,8,172,1196,14
3079,20221012,158,Approved,8,8,375,3036,14
3181,20221013,158,Approved,8,8,375,3036,14
3311,20221014,158,Approved,8,8,172,1196,14
3577,20221018,158,Approved,8,8,172,1196,14
3688,20221019,158,Approved,8,8,375,3036,14
3804,20221020,158,Approved,8,8,375,3036,14
3888,20221021,158,Approved,8,8,172,1196,14
4001,20221024,158,Approved,8,8,172,1196,14
4114,20221025,158,Approved,8,8,177,1548,14
4224,20221026,158,Approved,8,8,177,1548,14
4225,20221026,158,Approved,8,8,375,3036,14
4338,20221027,158,Approved,8,8,177,1548,14
4339,20221027,158,Approved,8,8,375,3036,14
4463,20221028,158,Approved,8,8,172,1196,14
4559,20221102,158,Approved,8,8,177,1548,14
4560,20221102,158,Approved,8,8,375,3036,14
4656,20221103,158,Approved,8,8,177,1548,14
4657,20221103,158,Approved,8,8,375,3036,14
4736,20221104,158,Approved,8,8,172,1196,14
4847,20221107,158,Approved,8,8,172,1196,14
4961,20221108,158,Approved,8,8,172,1196,14
5074,20221109,158,Approved,8,8,375,3036,14
5179,20221110,158,Approved,8,8,177,1548,14
5180,20221110,158,Approved,8,8,375,3036,14
5285,20221114,158,Approved,8,8,172,1196,14
5399,20221115,158,Approved,8,8,172,1196,14
5508,20221116,158,Approved,8,8,168,1102,14
5509,20221116,158,Approved,8,8,375,3036,14
5742,20221118,158,Approved,8,8,172,1196,14
6448,20221128,158,Approved,8,8,172,1196,14
6559,20221129,158,Approved,8,8,385,646,14
6666,20221130,158,Approved,8,8,375,3036,14
6667,20221130,158,Approved,8,8,460,1971,14
6776,20221201,158,Approved,8,8,177,1548,14
6777,20221201,158,Approved,8,8,375,3036,14
6931,20221202,158,Approved,8,8,385,646,14
7045,20221205,158,Approved,8,8,172,1196,14
7160,20221206,158,Approved,8,8,385,646,14
7259,20221207,158,Approved,8,8,375,3036,14
7260,20221207,158,Approved,8,8,460,1971,14
7375,20221208,158,Approved,8,8,177,1548,14
7376,20221208,158,Approved,8,8,375,3036,14
7506,20221209,158,Approved,8,8,385,646,14
7658,20221212,158,Approved,8,8,385,646,14
7775,20221213,158,Approved,8,8,172,1196,14
7883,20221214,158,Approved,8,8,375,3036,14
7884,20221214,158,Approved,8,8,460,1971,14
7995,20221215,158,Approved,8,8,177,1548,14
7996,20221215,158,Approved,8,8,375,3036,14
8725,20230102,158,Approved,8,8,172,1196,14
8806,20230103,158,Approved,8,8,172,1196,14
9063,20230106,158,Approved,8,8,460,1973,14
9160,20230109,158,Approved,8,8,172,1196,14
9278,20230110,158,Approved,8,8,460,1973,14
9390,20230111,158,Approved,8,8,460,1971,14
9499,20230112,158,Approved,8,8,460,1971,14
9597,20230113,158,Approved,8,8,460,1973,14
9709,20230116,158,Approved,8,8,460,1973,14
9828,20230117,158,Approved,8,8,460,1973,14
10128,20230120,158,Approved,8,8,460,1973,14
10236,20230123,158,Approved,8,8,460,1973,14
10352,20230124,158,Approved,8,8,460,1973,14
10675,20230127,158,Approved,8,8,460,1973,14
10776,20230130,158,Approved,8,8,460,1973,14
10901,20230131,158,Approved,8,8,460,1973,14
11304,20230203,158,Approved,8,8,460,1972,14
11432,20230206,158,Approved,8,8,460,1972,14
11550,20230207,158,Approved,8,8,460,1972,14
11673,20230208,158,Approved,8,8,460,1972,14
11890,20230210,158,Approved,8,8,635,2280,14
12005,20230213,158,Approved,8,8,169,973,14
12128,20230214,158,Approved,8,8,169,973,14
12248,20230215,158,Approved,8,8,460,1973,14
12368,20230216,158,Approved,8,8,460,1973,14
12823,20230221,158,Approved,8,8,460,1973,14
12925,20230222,158,Approved,8,8,460,1973,14
13026,20230223,158,Approved,8,8,460,1973,14
13124,20230224,158,Approved,8,8,635,2280,14
13844,20230306,158,Approved,8,8,460,1973,14
13951,20230307,158,Approved,8,8,460,1973,14
14059,20230308,158,Approved,8,8,460,1973,14
14157,20230309,158,Approved,8,8,460,1973,14
14237,20230310,158,Approved,8,8,460,1973,14
8669,20230102,23,Approved,8,8,12,981,14
8740,20230103,23,Approved,8,8,12,981,14
8824,20230104,23,Approved,8,8,12,981,14
8912,20230105,23,Approved,8,8,12,981,14
9000,20230106,23,Approved,8,8,12,981,14
9078,20230109,23,Approved,8,8,12,981,14
9181,20230110,23,Approved,8,8,12,981,14
9300,20230111,23,Approved,8,8,12,981,14
9409,20230112,23,Approved,8,8,12,981,14
9515,20230113,23,Approved,8,8,12,981,14
9621,20230116,23,Approved,8,8,12,981,14
9732,20230117,23,Approved,8,8,12,981,14
9847,20230118,23,Approved,8,8,12,981,14
9954,20230119,23,Approved,8,8,12,981,14
10057,20230120,23,Approved,8,8,12,981,14
10148,20230123,23,Approved,8,8,12,981,14
10260,20230124,23,Approved,8,8,12,981,14
10375,20230125,23,Approved,8,8,12,981,14
10490,20230126,23,Approved,8,8,12,981,14
10598,20230127,23,Approved,8,8,12,981,14
10693,20230130,23,Approved,8,8,12,981,14
10803,20230131,23,Approved,8,8,12,981,14
10924,20230201,23,Approved,8,8,12,981,14
11052,20230202,23,Approved,8,8,12,981,14
11172,20230203,23,Approved,8,8,12,981,14
11333,20230206,23,Approved,8,8,12,981,14
11460,20230207,23,Approved,8,8,12,981,14
11578,20230208,23,Approved,8,8,12,981,14
11696,20230209,23,Approved,8,8,12,981,14
11812,20230210,23,Approved,8,8,12,981,14
11913,20230213,23,Approved,8,8,12,981,14
12033,20230214,23,Approved,8,8,12,981,14
12155,20230215,23,Approved,8,8,12,981,14
12272,20230216,23,Approved,8,8,12,981,14
12401,20230217,23,Approved,8,8,12,981,14
12619,20230220,23,Approved,8,8,12,981,14
12726,20230221,23,Approved,8,8,12,981,14
12843,20230222,23,Approved,8,8,12,981,14
12945,20230223,23,Approved,8,8,12,981,14
13048,20230224,23,Approved,8,8,12,981,14
13148,20230227,23,Approved,8,8,12,981,14
13265,20230228,23,Approved,8,8,12,981,14
13383,20230301,23,Approved,8,8,12,981,14
13500,20230302,23,Approved,8,8,12,981,14
13620,20230303,23,Approved,8,8,12,981,14
13766,20230306,23,Approved,8,8,12,981,14
13873,20230307,23,Approved,8,8,12,981,14
13976,20230308,23,Approved,8,8,12,981,14
14084,20230309,23,Approved,8,8,12,981,14
14174,20230310,23,Approved,8,8,12,981,14
14257,20230313,23,Approved,8,8,12,981,14
14357,20230314,23,Approved,8,8,12,981,14
14451,20230315,23,Approved,8,8,12,981,14
14548,20230316,23,Approved,8,8,12,981,14
14651,20230317,23,Approved,8,8,12,981,14
14893,20230320,23,Approved,8,8,12,981,14
14989,20230321,23,Approved,8,8,12,981,14
15077,20230322,23,Approved,8,8,12,981,14
15162,20230323,23,Approved,8,8,12,981,14
15243,20230324,23,Approved,8,8,12,981,14
15312,20230327,23,Approved,8,8,12,981,14
15396,20230328,23,Approved,8,8,12,981,14
15477,20230329,23,Approved,8,8,12,981,14
15561,20230330,23,Approved,8,8,12,981,14
15638,20230331,23,Approved,8,8,12,981,14
15829,20230403,23,Approved,8,8,12,981,14
15901,20230404,23,Approved,8,8,12,981,14
15976,20230405,23,Approved,8,8,12,981,14
16052,20230406,23,Approved,8,8,12,981,14
16117,20230407,23,Approved,8,8,12,981,14
16171,20230411,23,Approved,8,8,12,981,14
16248,20230412,23,Approved,8,8,12,981,14
16321,20230413,23,Approved,8,8,12,981,14
16391,20230414,23,Approved,8,8,12,981,14
16507,20230417,23,Approved,8,8,12,981,14
16583,20230418,23,Approved,8,8,12,981,14
16658,20230419,23,Approved,8,8,12,981,14
16732,20230420,23,Approved,8,8,12,981,14
16801,20230421,23,Approved,8,8,12,981,14
16862,20230424,23,Approved,8,8,12,981,14
16933,20230425,23,Approved,8,8,12,981,14
17004,20230426,23,Approved,8,8,12,981,14
17071,20230427,23,Approved,8,8,12,981,14
17139,20230428,23,Approved,8,8,12,981,14
8712,20230102,131,Approved,8,8,12,981,14
8793,20230103,131,Approved,8,8,12,981,14
8883,20230104,131,Approved,8,8,12,981,14
8970,20230105,131,Approved,8,8,12,981,14
9053,20230106,131,Approved,8,8,12,981,14
9147,20230109,131,Approved,8,8,12,981,14
9262,20230110,131,Approved,8,8,12,981,14
9376,20230111,131,Approved,8,8,12,981,14
9484,20230112,131,Approved,8,8,12,981,14
9583,20230113,131,Approved,8,8,12,981,14
9695,20230116,131,Approved,8,8,12,981,14
9813,20230117,131,Approved,8,8,12,981,14
9924,20230118,131,Approved,8,8,12,981,14
10031,20230119,131,Approved,8,8,12,981,14
10119,20230120,131,Approved,8,8,12,981,14
10224,20230123,131,Approved,8,8,12,981,14
10336,20230124,131,Approved,8,8,12,981,14
10457,20230125,131,Approved,8,8,12,981,14
10565,20230126,131,Approved,8,8,12,981,14
10661,20230127,131,Approved,8,8,12,981,14
10761,20230130,131,Approved,8,8,12,981,14
10882,20230131,131,Approved,8,8,12,981,14
11004,20230201,131,Approved,8,8,12,981,14
11128,20230202,131,Approved,8,8,12,981,14
11285,20230203,131,Approved,8,8,12,981,14
11416,20230206,131,Approved,8,8,12,981,14
11538,20230207,131,Approved,8,8,12,981,14
11658,20230208,131,Approved,8,8,12,981,14
11773,20230209,131,Approved,8,8,12,981,14
11876,20230210,131,Approved,8,8,12,981,14
11993,20230213,131,Approved,8,8,12,981,14
12116,20230214,131,Approved,8,8,12,981,14
12237,20230215,131,Approved,8,8,12,981,14
12355,20230216,131,Approved,8,8,12,981,14
12555,20230217,131,Approved,8,8,12,981,14
12690,20230220,131,Approved,8,8,12,981,14
12807,20230221,131,Approved,8,8,12,981,14
12912,20230222,131,Approved,8,8,12,981,14
13015,20230223,131,Approved,8,8,12,981,14
13110,20230224,131,Approved,8,8,12,981,14
13224,20230227,131,Approved,8,8,12,981,14
13349,20230228,131,Approved,8,8,12,981,14
13465,20230301,131,Approved,8,8,12,981,14
13583,20230302,131,Approved,8,8,12,981,14
13720,20230303,131,Approved,8,8,12,981,14
13831,20230306,131,Approved,8,8,12,981,14
13941,20230307,131,Approved,8,8,12,981,14
14047,20230308,131,Approved,8,8,12,981,14
14147,20230309,131,Approved,8,8,12,981,14
14229,20230310,131,Approved,8,8,12,981,14
14319,20230313,131,Approved,8,8,12,981,14
14422,20230314,131,Approved,8,8,12,981,14
14521,20230315,131,Approved,8,8,12,981,14
14610,20230316,131,Approved,8,8,12,981,14
14771,20230317,131,Approved,8,8,12,981,14
14955,20230320,131,Approved,8,8,12,981,14
15050,20230321,131,Approved,8,8,12,981,14
15136,20230322,131,Approved,8,8,12,981,14
15216,20230323,131,Approved,8,8,12,981,14
15292,20230324,131,Approved,8,8,12,981,14
15366,20230327,131,Approved,8,8,12,981,14
15457,20230328,131,Approved,8,8,12,981,14
15536,20230329,131,Approved,8,8,12,981,14
15615,20230330,131,Approved,8,8,12,981,14
15725,20230331,131,Approved,8,8,12,981,14
15875,20230403,131,Approved,8,8,12,981,14
15953,20230404,131,Approved,8,8,12,981,14
16029,20230405,131,Approved,8,8,12,981,14
16100,20230406,131,Approved,8,8,12,981,14
16149,20230407,131,Approved,8,8,12,981,14
16223,20230411,131,Approved,8,8,12,981,14
16298,20230412,131,Approved,8,8,12,981,14
16365,20230413,131,Approved,8,8,12,981,14
16471,20230414,131,Approved,8,8,12,981,14
16560,20230417,131,Approved,8,8,12,981,14
16639,20230418,131,Approved,8,8,12,981,14
16711,20230419,131,Approved,8,8,12,981,14
16781,20230420,131,Approved,8,8,12,981,14
16839,20230421,131,Approved,8,8,12,981,14
16908,20230424,131,Approved,8,8,12,981,14
16982,20230425,131,Approved,8,8,12,981,14
17053,20230426,131,Approved,8,8,12,981,14
17114,20230427,131,Approved,8,8,12,981,14
17215,20230428,131,Approved,8,8,12,981,14
37,20220711,23,Approved,8,8,12,982,14
41,20220712,23,Approved,8,8,12,982,14
46,20220713,23,Approved,8,8,12,982,14
51,20220714,23,Approved,8,8,12,982,14
57,20220715,23,Approved,8,8,12,982,14
62,20220718,23,Approved,8,8,12,982,14
77,20220719,23,Approved,8,8,12,982,14
92,20220720,23,Approved,8,8,12,982,14
111,20220725,23,Approved,8,8,12,982,14
128,20220726,23,Approved,8,8,12,982,14
144,20220727,23,Approved,8,8,12,982,14
161,20220728,23,Approved,8,8,12,982,14
178,20220729,23,Approved,8,8,12,982,14
194,20220801,23,Approved,8,8,12,982,14
214,20220802,23,Approved,8,8,12,982,14
232,20220803,23,Approved,8,8,12,982,14
249,20220804,23,Approved,8,8,12,982,14
263,20220805,23,Approved,8,8,12,982,14
279,20220808,23,Approved,8,8,12,982,14
301,20220809,23,Approved,8,8,12,982,14
322,20220810,23,Approved,8,8,12,982,14
343,20220811,23,Approved,8,8,12,982,14
364,20220812,23,Approved,8,8,12,982,14
385,20220816,23,Approved,8,8,12,982,14
412,20220817,23,Approved,8,8,12,982,14
442,20220818,23,Approved,8,8,12,982,14
469,20220819,23,Approved,8,8,12,982,14
622,20220830,23,Approved,8,8,12,982,14
656,20220831,23,Approved,8,8,12,982,14
691,20220901,23,Approved,8,8,12,982,14
732,20220902,23,Approved,8,8,12,982,14
774,20220905,23,Approved,8,8,12,982,14
842,20220906,23,Approved,8,8,12,982,14
899,20220907,23,Approved,8,8,12,982,14
956,20220908,23,Approved,8,8,12,982,14
1021,20220909,23,Approved,8,8,12,982,14
1071,20220912,23,Approved,8,8,12,982,14
1135,20220913,23,Approved,8,8,12,982,14
1197,20220914,23,Approved,8,8,12,982,14
1620,20220922,23,Approved,8,8,12,982,14
1702,20220923,23,Approved,8,8,12,982,14
1775,20220926,23,Approved,8,8,12,982,14
1860,20220927,23,Approved,8,8,12,982,14
1938,20220928,23,Approved,8,8,12,982,14
2019,20220929,23,Approved,8,8,12,982,14
2100,20220930,23,Approved,8,8,12,982,14
2262,20221003,23,Approved,8,8,12,982,14
2348,20221004,23,Approved,8,8,12,982,14
2461,20221005,23,Approved,8,8,12,982,14
2569,20221006,23,Approved,8,8,12,982,14
2688,20221007,23,Approved,8,8,12,982,14
2788,20221010,23,Approved,8,8,12,982,14
2887,20221011,23,Approved,8,8,12,982,14
2993,20221012,23,Approved,8,8,12,982,14
3095,20221013,23,Approved,8,8,12,982,14
3200,20221014,23,Approved,8,8,12,982,14
3381,20221017,23,Approved,8,8,12,982,14
3483,20221018,23,Approved,8,8,12,982,14
3706,20221020,23,Approved,8,8,12,982,14
3812,20221021,23,Approved,8,8,12,982,14
3904,20221024,23,Approved,8,8,12,982,14
4016,20221025,23,Approved,8,8,12,982,14
4130,20221026,23,Approved,8,8,12,982,14
4241,20221027,23,Approved,8,8,12,982,14
4358,20221028,23,Approved,8,8,12,982,14
4482,20221102,23,Approved,8,8,12,982,14
4576,20221103,23,Approved,8,8,12,982,14
4668,20221104,23,Approved,8,8,12,982,14
4755,20221107,23,Approved,8,8,12,982,14
4865,20221108,23,Approved,8,8,12,982,14
4979,20221109,23,Approved,8,8,12,982,14
5089,20221110,23,Approved,8,8,12,982,14
5194,20221114,23,Approved,8,8,12,982,14
5300,20221115,23,Approved,8,8,12,982,14
5418,20221116,23,Approved,8,8,12,982,14
5525,20221117,23,Approved,8,8,12,982,14
5642,20221118,23,Approved,8,8,12,982,14
5758,20221121,23,Approved,8,8,12,982,14
5863,20221122,23,Approved,8,8,12,982,14
5977,20221123,23,Approved,8,8,12,982,14
6082,20221124,23,Approved,8,8,12,982,14
6187,20221125,23,Approved,8,8,12,982,14
6364,20221128,23,Approved,8,8,12,982,14
6469,20221129,23,Approved,8,8,12,982,14
6582,20221130,23,Approved,8,8,12,982,14
6688,20221201,23,Approved,8,8,12,982,14
6807,20221202,23,Approved,8,8,12,982,14
6957,20221205,23,Approved,8,8,12,982,14
7062,20221206,23,Approved,8,8,12,982,14
7178,20221207,23,Approved,8,8,12,982,14
7280,20221208,23,Approved,8,8,12,982,14
7398,20221209,23,Approved,8,8,12,982,14
7569,20221212,23,Approved,8,8,12,982,14
7678,20221213,23,Approved,8,8,12,982,14
7795,20221214,23,Approved,8,8,12,982,14
7902,20221215,23,Approved,8,8,12,982,14
8030,20221216,23,Approved,8,8,12,982,14
8162,20221219,23,Approved,8,8,12,982,14
8267,20221220,23,Approved,8,8,12,982,14
8365,20221221,23,Approved,8,8,12,982,14
8461,20221222,23,Approved,8,8,12,982,14
8552,20221223,23,Approved,8,8,12,982,14
40,20220711,131,Approved,8,8,12,982,14
50,20220713,131,Approved,8,8,12,982,14
54,20220714,131,Approved,8,8,12,982,14
59,20220715,131,Approved,8,8,12,982,14
74,20220718,131,Approved,8,8,12,982,14
105,20220720,131,Approved,8,8,12,982,14
123,20220725,131,Approved,8,8,12,982,14
156,20220727,131,Approved,8,8,12,982,14
174,20220728,131,Approved,8,8,12,982,14
189,20220729,131,Approved,8,8,12,982,14
210,20220801,131,Approved,8,8,12,982,14
244,20220803,131,Approved,8,8,12,982,14
259,20220804,131,Approved,8,8,12,982,14
273,20220805,131,Approved,8,8,12,982,14
296,20220808,131,Approved,8,8,12,982,14
338,20220810,131,Approved,8,8,12,982,14
361,20220811,131,Approved,8,8,12,982,14
377,20220812,131,Approved,8,8,12,982,14
436,20220817,131,Approved,8,8,12,982,14
464,20220818,131,Approved,8,8,12,982,14
484,20220819,131,Approved,8,8,12,982,14
505,20220822,131,Approved,8,8,12,982,14
539,20220824,131,Approved,8,8,12,982,14
562,20220825,131,Approved,8,8,12,982,14
578,20220826,131,Approved,8,8,12,982,14
613,20220829,131,Approved,8,8,12,982,14
684,20220831,131,Approved,8,8,12,982,14
722,20220901,131,Approved,8,8,12,982,14
760,20220902,131,Approved,8,8,12,982,14
826,20220905,131,Approved,8,8,12,982,14
942,20220907,131,Approved,8,8,12,982,14
1008,20220908,131,Approved,8,8,12,982,14
1058,20220909,131,Approved,8,8,12,982,14
1119,20220912,131,Approved,8,8,12,982,14
1242,20220914,131,Approved,8,8,12,982,14
1313,20220915,131,Approved,8,8,12,982,14
1360,20220916,131,Approved,8,8,12,982,14
1433,20220919,131,Approved,8,8,12,982,14
1516,20220920,131,Approved,8,8,12,982,14
1594,20220921,131,Approved,8,8,12,982,14
1685,20220922,131,Approved,8,8,12,982,14
1749,20220923,131,Approved,8,8,12,982,14
1836,20220926,131,Approved,8,8,12,982,14
1920,20220927,131,Approved,8,8,12,982,14
1997,20220928,131,Approved,8,8,12,982,14
2078,20220929,131,Approved,8,8,12,982,14
2183,20220930,131,Approved,8,8,12,982,14
2327,20221003,131,Approved,8,8,12,982,14
2422,20221004,131,Approved,8,8,12,982,14
2538,20221005,131,Approved,8,8,12,982,14
2655,20221006,131,Approved,8,8,12,982,14
2749,20221007,131,Approved,8,8,12,982,14
2857,20221010,131,Approved,8,8,12,982,14
2964,20221011,131,Approved,8,8,12,982,14
3068,20221012,131,Approved,8,8,12,982,14
3172,20221013,131,Approved,8,8,12,982,14
3298,20221014,131,Approved,8,8,12,982,14
3456,20221017,131,Approved,8,8,12,982,14
3563,20221018,131,Approved,8,8,12,982,14
3674,20221019,131,Approved,8,8,12,982,14
3794,20221020,131,Approved,8,8,12,982,14
3875,20221021,131,Approved,8,8,12,982,14
3990,20221024,131,Approved,8,8,12,982,14
4101,20221025,131,Approved,8,8,12,982,14
4215,20221026,131,Approved,8,8,12,982,14
4324,20221027,131,Approved,8,8,12,982,14
4449,20221028,131,Approved,8,8,12,982,14
4472,20221101,131,Approved,8,8,12,982,14
4547,20221102,131,Approved,8,8,12,982,14
4643,20221103,131,Approved,8,8,12,982,14
4725,20221104,131,Approved,8,8,12,982,14
4833,20221107,131,Approved,8,8,12,982,14
4945,20221108,131,Approved,8,8,12,982,14
5059,20221109,131,Approved,8,8,12,982,14
5166,20221110,131,Approved,8,8,12,982,14
5269,20221114,131,Approved,8,8,12,982,14
5382,20221115,131,Approved,8,8,12,982,14
5494,20221116,131,Approved,8,8,12,982,14
5606,20221117,131,Approved,8,8,12,982,14
5729,20221118,131,Approved,8,8,12,982,14
5835,20221121,131,Approved,8,8,12,982,14
5945,20221122,131,Approved,8,8,12,982,14
6055,20221123,131,Approved,8,8,12,982,14
6153,20221124,131,Approved,8,8,12,982,14
6287,20221125,131,Approved,8,8,12,982,14
6438,20221128,131,Approved,8,8,12,982,14
6548,20221129,131,Approved,8,8,12,982,14
6651,20221130,131,Approved,8,8,12,982,14
6765,20221201,131,Approved,8,8,12,982,14
6915,20221202,131,Approved,8,8,12,982,14
7030,20221205,131,Approved,8,8,12,982,14
7144,20221206,131,Approved,8,8,12,982,14
7248,20221207,131,Approved,8,8,12,982,14
7363,20221208,131,Approved,8,8,12,982,14
7491,20221209,131,Approved,8,8,12,982,14
7644,20221212,131,Approved,8,8,12,982,14
7758,20221213,131,Approved,8,8,12,982,14
7871,20221214,131,Approved,8,8,12,982,14
7982,20221215,131,Approved,8,8,12,982,14
8124,20221216,131,Approved,8,8,12,982,14
8235,20221219,131,Approved,8,8,12,982,14
8335,20221220,131,Approved,8,8,12,982,14
8430,20221221,131,Approved,8,8,12,982,14
8525,20221222,131,Approved,8,8,12,982,14
8611,20221223,131,Approved,8,8,12,982,14
233,20220803,24,Approved,8,8,7,1188,24
250,20220804,24,Approved,8,8,7,1188,24
264,20220805,24,Approved,8,8,7,1188,24
280,20220808,24,Approved,8,8,7,1188,24
